happy,comp,sex,age,edu,employ,rel_per,rel_den,social_class,people_trust
Very happy,6,Female,52,Post-secondary non-tertiary education (ISCED 4),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,6,Female,38,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,6,Female,52,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Upper middle class,Need to be very careful
Quite happy,2,Female,45,Primary education (ISCED 1),Full time (30 hours a week or more),A religious person,Muslim,Upper middle class,Most people can be trusted
Very happy,9,Female,46,Post-secondary non-tertiary education (ISCED 4),Homemaker not otherwise employed,A religious person,Muslim,Upper class,Most people can be trusted
Very happy,5,Female,40,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower middle class,Most people can be trusted
Quite happy,3,Female,29,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,4,Female,62,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,5,Female,38,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,6,Female,39,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,6,Male,30,Primary education (ISCED 1),Self employed,A religious person,Muslim,Don't know,Most people can be trusted
Quite happy,5,Male,32,Upper secondary education (ISCED 3),Self employed,A religious person,Muslim,Don't know,Most people can be trusted
Quite happy,1,Male,20,Post-secondary non-tertiary education (ISCED 4),Student,A religious person,Muslim,Working class,Need to be very careful
Very happy,3,Male,29,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Not at all happy,10,Male,18,Bachelor or equivalent (ISCED 6),Student,A religious person,Muslim,Upper middle class,Need to be very careful
Quite happy,1,Male,33,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,7,Male,30,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,4,Male,30,Bachelor or equivalent (ISCED 6),Part time (less than 30 hours a week),A religious person,Muslim,Upper middle class,Most people can be trusted
Very happy,2,Male,33,Post-secondary non-tertiary education (ISCED 4),Part time (less than 30 hours a week),A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,5,Male,30,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Upper middle class,Most people can be trusted
Very happy,10,Male,39,Lower secondary education (ISCED 2),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Very happy,5,Male,30,Upper secondary education (ISCED 3),Unemployed,A religious person,Muslim,Working class,Don't know
Very happy,10,Male,38,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Don't know,Need to be very careful
Very happy,10,Male,40,Upper secondary education (ISCED 3),Self employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,1,Male,28,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,10,Male,60,Upper secondary education (ISCED 3),Self employed,A religious person,Muslim,Lower middle class,Need to be very careful
Quite happy,10,Male,50,Primary education (ISCED 1),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Very happy,10,Male,35,Lower secondary education (ISCED 2),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Very happy,10,Male,37,Upper secondary education (ISCED 3),Full time (30 hours a week or more),A religious person,Muslim,Working class,Need to be very careful
Quite happy,3,Male,35,Post-secondary non-tertiary education (ISCED 4),Self employed,A religious person,Muslim,Working class,Most people can be trusted
Not very happy,4,Male,34,Early childhood education (ISCED 0) / no education,Self employed,A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,6,Male,31,Upper secondary education (ISCED 3),Self employed,Not a religious person,Muslim,Upper middle class,Need to be very careful
Very happy,10,Male,37,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),Not a religious person,Muslim,Lower middle class,Most people can be trusted
Very happy,10,Male,28,Upper secondary education (ISCED 3),Self employed,A religious person,Muslim,Upper middle class,Most people can be trusted
Very happy,4,Male,60,Early childhood education (ISCED 0) / no education,Part time (less than 30 hours a week),A religious person,Muslim,Lower middle class,Most people can be trusted
Not at all happy,5,Male,18,Primary education (ISCED 1),Full time (30 hours a week or more),A religious person,Muslim,Lower class,Need to be very careful
Quite happy,8,Male,32,Early childhood education (ISCED 0) / no education,Full time (30 hours a week or more),A religious person,Muslim,Lower middle class,Most people can be trusted
Very happy,1,Male,23,Upper secondary education (ISCED 3),Self employed,A religious person,Muslim,Upper middle class,Need to be very careful
Very happy,10,Male,20,Upper secondary education (ISCED 3),Self employed,A religious person,Muslim,Lower middle class,Need to be very careful
Very happy,10,Female,19,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,1,Female,40,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Upper middle class,Need to be very careful
Very happy,9,Female,22,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,1,Female,25,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Not very happy,10,Female,18,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,6,Female,34,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Upper middle class,Need to be very careful
Quite happy,1,Female,35,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Female,19,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Female,18,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Don't know,Need to be very careful
Very happy,1,Female,30,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,1,Female,23,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,10,Female,41,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Don't know,Need to be very careful
Not at all happy,10,Female,43,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Lower class,Need to be very careful
Very happy,1,Female,40,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Female,20,Bachelor or equivalent (ISCED 6),Homemaker not otherwise employed,A religious person,Muslim,Lower class,Need to be very careful
Very happy,1,Female,22,Lower secondary education (ISCED 2),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,1,Female,23,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,1,Female,32,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Female,40,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Don't know,Need to be very careful
Very happy,5,Female,22,Bachelor or equivalent (ISCED 6),Student,A religious person,Muslim,Upper middle class,Most people can be trusted
Quite happy,1,Female,40,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,10,Female,18,Lower secondary education (ISCED 2),Homemaker not otherwise employed,A religious person,Muslim,Working class,Most people can be trusted
Quite happy,1,Female,45,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,1,Female,26,Primary education (ISCED 1),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Very happy,1,Female,32,Post-secondary non-tertiary education (ISCED 4),Homemaker not otherwise employed,A religious person,Muslim,Working class,Most people can be trusted
Very happy,1,Female,40,Upper secondary education (ISCED 3),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
Quite happy,1,Female,58,Lower secondary education (ISCED 2),Homemaker not otherwise employed,A religious person,Muslim,Working class,Need to be very careful
